text;likes;words_amount;unique_word_count;char_count;sentiment
"Я буквально заплакала из за этого видео.. я очень благодарна вам за то, что вы сделали. Ведь у меня у самой сестра с детства не может ходить. У нее с самого рождения ДЦП. И я не могу себе даже представить какого бы было мне, если бы я не умела ходить с детства... Это видео очень сильно меня вдохновило, теперь я хочу достичь в своей жизни большего, чтобы помочь сестре. Я постараюсь хорошо учиться и в будущем хорошо зарабатывать, чтобы полностью её обеспечить. 

Мы с ней часто ссоримся, я часто говорю, что не хочу иметь с ней ничего общего, но... Это всё происходит из за эмоций и я понимаю, что часто веду себя ужасно. Но она же мне родная... Она моя единственная сестра и поэтому я хочу сделать все возможное.

Увидев это видео и эмоции людей мне стало так хорошо и плохо одновременно... Это просто потрясающе. Спасибо вам за все.";0;149;95;836;Very Positive
Lloré de emoción!!  Salió en las noticias de mi país  que ayudó a doña Kelly y a tantas personas, de veras muchas gracias. Desde hoy empiezo a seguir su canal;245;30;26;158;Very Positive
This is amazing to do! Thank u for changing these 2K people’s lives!;124;14;14;68;Very Positive
Gracias por ser un verdadero influencer, cuando veo estos videos no paro de llorar... Eres un ángel... Que Dios bendiga por siempre tu vida, un saludo desde BOLIVIA ;307;28;25;165;Very Positive
That's why he is the world's no.1 youtuber;2;11;10;42;Very Positive
We made THE right person famous this almost made me cry it’s so nice to see all these people walk again thank you mrbeast for using your money for others.;427;31;29;154;Very Positive
Этот человек помогает стольким людям! Просто чудо какоето для всех!;152;10;10;67;Very Positive
The reaction of the little boy N 73 really made me cry.  Thank you MrBeast for the happiness and joy you distribute.;351;22;19;116;Very Positive
this is exactly what i would do if i had millions to spend, its amazing to see people smile;0;19;17;91;Very Positive
I don't want to cry, what a beautiful faith helping those most in need;251;15;15;70;Very Positive
"Смотря ролик, я вспомнил те дни когда мне было тяжело ходить несколько месяцев, боли были адские, часто я плакал именно из-за боли, я вылечился, и смотря это видео я вспомнил те дни, и смотря как ваша команда помогает людям мне на душе становится хорошо.
Бист ты и твоя команда уникальная, я просто хочу сказать спасибо за то что вы делаете";306;61;46;340;Very Positive
This is so impactful and kind of you, thank you for helping them ;158;13;12;65;Very Positive
This was inspiring and heartwarming ;3;5;5;36;Very Positive
"I have an uncle who is an amputee and has not yet had a prosthesis.
Thank you for helping these people and giving them back their happiness. I cried with this video. ";279;32;29;166;Very Positive
You are so sweet for helping these wonderful people!;84;9;9;52;Very Positive
