text;likes;words_amount;unique_word_count;char_count;sentiment
This is really extreme ;1;4;4;23;Very Negative
If there's a series on the building process for the $1 car that'd be insane ;153;17;16;76;Negative
Mr beast is such a good  person.EGIORIC;42;8;8;39;Very Positive
I was just watching this video from zflip 5 ;1;9;9;44;Very Positive
13:10 that was so unexpected;251;6;6;28;Very Positive
The $300K car being able to withstand that bomb was insane ;798;11;11;59;Very Negative
Mr. Beast is so such a good person EORIG ;143;9;9;41;Very Positive
Kayzer abi yanındayız;0;3;3;21;Very Negative
12:40 Mr Beast gonna end his career if he says anything more;55;13;13;60;Very Negative
Mr.Beast is such a good person EGIORIC;355;8;8;38;Very Positive
As expected, Samsung is the best.;1;6;6;33;Very Positive
Huge props to the set designers, everything was spot on!;262;10;10;56;Very Positive
10:02 Smoothest Transition Ever.Props the the editors;120;9;8;53;Very Positive
As a Slovak, I'm proud of you flying our car.;550;11;11;45;Very Positive
Kayzer Abi merak etme biz yanındayız;1;6;6;36;Very Positive
Mr. Beast is such a good person. Egioric;59;8;8;40;Very Positive
5:11 Chanler is still a legend ;390;7;7;31;Very Positive
13:33 the green car is absolutely beautiful.;124;8;8;44;Very Positive
12:34 was ;102;3;3;10;Very Negative
Jimmy never fails to make a good content;324;8;8;40;Very Positive
