text;likes;words_amount;unique_word_count;char_count;sentiment
"  
    
      
   ~^^!

+   ,  .";215;0;0;32;Very Negative
The egyptian guys were so funny, warm and engaging. Really made this video even more enjoyable.;2482;16;16;95;Very Positive
فيديو عالمي يليق بالحضارة المصرية تحياتي لشعب مصر  من الجزائر ;1496;10;10;62;Very Positive
We absolutely need more footage of the pyramids, this is so cool.;1;12;12;65;Very Positive
في 50 مليون مصريين من مشاهداتك يا جمي هههههه .... بس شابو لكل من شارك في هذا الفيديو الاكثر من رائع ..... أنا كمدرس مصري، لأول مرة في حياتي أشوف وأسمع عن الأشياء المعروضة في هذا الفيديو الجميل ده ! بصراحة، ده أحد وأفضل مقاطع الفيديو التي قمت بإنشائها على الإطلاق بالتعاون مع وزارة السياحة المصرية .  عااااش جدا;371;55;46;310;Very Positive
I'm Egyptian. Being Egyptian makes me proud .This is special and great. Thank u for your effort.;217;18;17;96;Very Positive
We escribed !! 21:42;8202;4;4;20;Very Negative
Proud and happy to be Egyptian .... I love our history and our ancient egyptians....i am obsessed ;495;17;14;98;Very Positive
فخورين ب ابننا برعي على الاداء الصوتي التحفة;841;8;8;44;Positive
فعلا اتبسطت جدا جدا بتعاون الحكومة المصرية ومشاركة دكتور زاهى بمجهود جسدي ربما يكون تسببله فى تعب ولكن شغل ممتاز جدا جدا;835;22;19;120;Neutral
أنها مصر يا ساده وهذا فعلا ما يريد العالم كله أن يراه عن مصر هذه الحلقه تاريخيه فعلا  بأنها تتكلم عن عظمه مصر وتاثيرها الذي لا يختفي ابدا مهما مر من عصور ;185;32;28;154;Very Positive
I am glad to see these. I am quite fond of the history of the Pharaohs and Egypt. Thank you guys for opening our eyes to the world.;587;28;22;131;Very Positive
As an Egyptian, I want to thank you for making this content with all this love, admiration and interest in our Egyptian civilization. We are always proud of our Egyptian civilization, history and origins, and now I am even more proud after this video.;288;44;34;251;Very Positive
I am really proud of the greatness of our ancient Egyptian civilization. Thank you. Welcome to Egypt, it was a unique experience.;123;22;21;129;Very Positive
I'm from egypt and I'm so happy to  see ppl who actually care and are deeply interested in our culture;843;22;19;102;Very Positive
"I am proud of Egypt and its great history, and thank you for this wonderful video that highlights its beauty.""";123;20;18;110;Very Positive
"Our great Egypt 
جاءت مصر ثم جاء التاريخ ";183;8;8;41;Very Positive
مصر وعظمه مصر وجمال مصر وتاريخ مصر ....والله أعظم بلد وأعظم حضاره ;1238;12;9;66;Very Positive
Thank you for your visit to Egypt and exploring our effects and displaying them to the world so that the world knows how great Egypt lives Egypt;992;27;21;144;Very Positive
"As an Egyptian, thank you for making this content with such love and admiration for our civilisation.

We are always proud of our civilisation and Egyptian origins, and with this video it made us more proud and great";803;38;28;216;Very Positive
تخيل ده معلم واحد من الاف المعالم الاعجازيه ال موجوده في بلدنا وفيه حاجات فيها اسرار اكتر من الهرم بكتير فخور بيكي يامصر ويارب ترجعي لوضعك الطبيعي ;639;27;26;147;Very Positive
As a non-Egyptian, I still think this is the best video you've ever made.;1024;16;16;73;Very Positive
Im really proud of you! This is a beautiful experience ;2;10;10;55;Very Positive
أنا جزائري والفيديو جعلني أفتخر بالحضارة المصرية.. هندسة عبقرية ودقة في الانجاز ;595;12;12;80;Positive
تحياتي من سلطنة عمان للمصريين العظماء ;304;6;6;38;Very Positive
"Genuinely one of Jimmy’s best videos ever.
love Egypt";640;10;10;55;Very Positive
Glad to see Egypt is finally learning how to coordinate with YouTubers without harassing them and taking their equipment at airports;0;21;20;132;Very Positive
As an Egyptian, I’m really proud to see our ancient history getting worldwide attention! The Great Pyramids are truly a wonder, and this video showcases their magnificence perfectly. Hope more people get inspired to visit Egypt and witness this incredible heritage firsthand;1140;43;40;274;Very Positive
We definitely need a longer version of this—I’m sure there are hours of amazing footage!;665;17;16;88;Positive
"بلد الحضارة والثقافة والكرم 
تحية لأهل مصر  اختكم من حضرموت ";610;10;10;60;Very Positive
هذا الفديو سوف يزيد من متابعينك في الوطن العربي ومصر عمل رائع يستحق المشاهده شكرا مستر بيست ;97;17;17;92;Very Positive
I love seeing the beauty and mystery of our pyramids being appreciated in such a unique way. The effort and dedication;196;21;19;118;Very Positive
The most beautiful video ever is that it is in the land of magic and beauty Egypt  ;783;17;15;83;Very Positive
As an Egyptian, this is the first time I see and hear about the things shown in this video! Honestly, this is one of the best videos you've ever made.;3;31;26;150;Very Positive
As an Egyptian, I thank you for making this content with such love and admiration for our civilization. We always pride ourselves on our Egyptian civilization and origins, and with this video you made us more proud and great;791;39;29;224;Very Positive
"As an Egyptian that have been to the pyramids before this is the first time to see or hear about these magical things shown in this video! 
Honestly, the best video that really shows how great the pyramids are, because some people just try to fit the mold";171;48;38;255;Very Positive
"انا من مصر 
نشكرك على هذه الرحلة واتمنى ان تأتي مدينة الأقصر ستكون رحلة رائعة ايضا";291;16;16;82;Very Positive
How i love being Egyptian ;1;5;5;26;Very Positive
"As an Egyptian who studied archaeology and works in tourism

I enjoyed this video so so so much... Your vibes are amazing too";592;23;21;125;Very Positive
VM Gran Misterio salutes you !!!!;288;5;5;33;Very Positive
"VM Gran Misterio te saluda!
Que las estrellas guien tu camino 
Austin, Tx.";493;13;13;74;Very Positive
These egyptian dudes are awesome;1;5;5;32;Very Positive
اول مره اشوف الاهرامات بهذا الشكل. فعلاً اجمل فيديو..;708;9;9;53;Very Positive
VM Gran misterio thanks you for the exclusive images of Egypt;554;11;11;61;Very Positive
الفيديو جايب 90مليون مشاهدة في 4ايام بجد شئ مذهل واقوي فيديو حرفيا عل القناه وفيديو فعلا بيخلينا نفتخر اكتر بمصر وتراثها لانها فعلا عظيمة وشكر ليك جد يامستر بيست لانك سلط الضوء عل اهرامات مصر من تاني ;357;37;35;200;Very Negative
This is the best Mrbeast video of all time ;1;9;9;43;Very Positive
VMGran Misterio, says hello ;246;4;4;28;Very Negative
"i'm egyption, i'm so proud of egyption authorities that they let you DO THAT! 
I'm really proud of you coming to egypt yet very jealous that I didn't have the chance to see you jemmy!!";558;39;26;184;Very Negative
Kayzer abi burdayız;176;3;3;19;Very Negative
I love that this is probably funding the restoration of the pyramids;1;12;11;68;Very Positive
"¡VM Gran Misterio te saluda! .

¡Gran video Mister Beast! ";517;9;8;58;Very Positive
هذا الفيديو يجذب السياحة في بلدي مصر الجميل ;1185;8;8;44;Very Positive
Me recomendó ver este video  VM GRAN MISTERIO un gran canal;270;11;10;59;Very Positive
You are best YouTubers in the world ;2;7;7;36;Very Positive
اكثر شخص يستاهل انه يكون عنده كل هاي المتابعين بسبب المحتوى الجميل الذي يقدمه;68;14;14;77;Negative
Doctor Zahi is a legend;256;5;5;23;Very Positive
The VM Granmisterio community thanks you for these exclusive images of the pyramids;480;13;12;83;Very Positive
Bu bölümde çok güzel ve harika bir çalışma var ;1;9;9;47;Very Positive
I am an Egyptian, the video is very beautiful. Egypt is great. ;727;12;11;63;Very Positive
woooowعمري ماتخيلت يكون داخل الهرم بهالشكل صراحه استمتعت بالفيديو ما اعرف ايه سر فخامه الاهرامات وفيه رهبه من اروح احس برهبه ومن الداخل كمان غريب والله الفراعنه كانوا عباقرهكتييير حبيت الفيديو وتحيا مصر ;127;33;33;203;Very Negative
