text;likes;words_amount;unique_word_count;char_count;sentiment
This guy seems so genuine. What a great person to get the money.;5498;13;13;64;Very Positive
This is the most emotionally invested in a guy on this channel I’ve ever been. Truly this guy is an amazing dude.;438;23;19;113;Very Positive
.This was so heartwarming!! We love to see it. The proposal was the nicest thing! They better be on a honeymoon right now with all that money.;702;27;25;142;Very Positive
This is absolutely freaking awesome;1182;5;5;35;Very Positive
Justice4Jake;35;1;1;12;Very Negative
The editing style / character development is a lot more refreshing on this one ;922;13;13;79;Neutral
I hope to see Josh on here again! Also congrats ;1493;10;10;48;Very Positive
The ending was so wholesome, it actually made me shed a tear, bro. Hope Josh has a happy life with his *wife.*;460;22;21;110;Positive
Awesome! I don't think I would have survived that long! Great job Josh and congrats!;1173;16;15;84;Very Positive
One of the most wholesome videos Jimmy has ever put out. Props to you, Josh!;1242;15;15;76;Very Positive
This actually ended on a really wholesome note, wishin' them two the best!;757;13;13;74;Negative
Man I just love watching these ;627;6;6;31;Very Positive
No other content creator can come close to Jimmy;1472;9;9;48;Very Negative
JusticeForTheJakeWeddle;28;1;1;23;Very Positive
Such a wholesome ending;1500;4;4;23;Very Positive
Love how humble this man is.;2628;6;6;28;Very Positive
MrBeast out here literally changing lives ;1106;6;6;42;Very Negative
JUSTICEFORWEDDLE;30;1;1;16;Very Positive
Damn that was heart warming ;1080;5;5;28;Very Negative
wow that ending actually made me cry, such a kind hearted guy jimmy, keep up the amazing things you do for every person you meet! :);624;25;24;132;Very Positive
MrBeast is the best man. It really makes me happy that there is someone out there giving money to people and changing their lives. Much respect;1386;26;24;143;Very Positive
MRBEASTWEKNOWTHETRUTHBEHINDTHISVIDEO;723;1;1;36;Very Negative
this is by far my new favorite Mrbeast vid;457;9;9;42;Very Positive
Man I want to see more of this guy. He loves the little things in life, and he's just wholesome.;564;21;20;96;Very Positive
You never fail to amaze us @MrBeast keep it up bro.;1291;11;11;51;Very Positive
JUSTICEFORJAKEWEDDLEMRBEASTCOMMITEDWARCRIMESONJAKE!!;152;1;1;52;Very Positive
That was a cool idea to do this Mr.Beast, keep up the good work.;1204;15;15;64;Positive
Seeing him propose littereally made me cry, enjoy the time spent with the people in your life and always know you are all loved.;111;24;23;128;Very Positive
This was probably one of mrbeast’s best videos. He is so wholesome and such a good person. Love you man <3;989;22;22;106;Very Positive
Jakeweddledeservesjustice;1422;1;1;25;Very Negative
that proposal gave me chills, jimmy is literally out here changing lives;674;12;12;72;Very Negative
This was honestly a great story of perseverance and love.;485;10;10;57;Very Positive
This man is literally born to make History. Hatsoff to Jimmy and team;1726;13;12;69;Very Positive
you are literally one of a kind and are helping so many people, don’t think you realise how insane it is to do what you’re constantly doing!!;1081;29;26;141;Very Positive
My man Josh was incredibly resourceful. Hats off to him.;605;10;10;56;Very Positive
Chris is REAL confident with that forklift ;2937;7;7;43;Very Positive
Damn the ending kinda made me tear up ngl;890;9;9;41;Neutral
This man got $10K/day AND proposed to his now fiancé. He’s winning in life.;1475;16;16;75;Very Positive
Foreshadowing;1873;1;1;13;Very Positive
Jimmy's recent content is unmatchable and it shows how much he cares.;174;13;13;69;Positive
I love the endings where people propose to their partners, such a heart warming thing!;826;15;15;86;Very Positive
The fact that you can change someone else's life is such an amazing thing ... thanks Jimmy for your content and for the help u giving to other people;1010;29;27;149;Very Positive
The ending was the most heartwarming thing I've seen all day, Jimmy is helping so many people It's uncountable, keep going Jimmy, you're insane!;433;27;25;144;Very Positive
Mr.Beast Always Stepping up the content!!!;428;7;7;42;Very Positive
99% of bot comments: *Thanks for bringing us great content Jimmy! Keep up the great work*;1864;16;15;89;Very Positive
JusticeforWeddle;20;1;1;16;Very Positive
A beautiful story.. and to see him set aside the money and embrace his soul mate... I loved every bit of it!;892;22;21;108;Very Positive
It's so fucking wholesome.. This actually hit me in my feels, but to see the family walk in the door as well, that was a tear jerker for sure.;308;30;28;142;Positive
Most genuine and wholesome man out there, I think jimmy picked the perfect one for this. He also had me entertained the whole time;197;24;23;130;Very Positive
JusticeForJakeWeddle;473;1;1;20;Very Positive
That was one of the best Mr Beast videos to date.;548;11;11;49;Very Positive
One of the most beautiful and heartwarming videos about mrbeast and his friends. This was truly amazing to watch and i hope we get more of these types of videos :). Keep it up Jimmy;654;34;29;181;Very Positive
This is what always brings me back to these videos. Everything mr beast does for people from cleaning the world to completely turning peoples lives around I’ve got my whole family watching it. Thank you for making the world a better place jimmy!;2512;44;40;245;Very Positive
JUSTICEFORJAKEWEDDLE;19;1;1;20;Very Positive
Josh has come a long way am so proud of him and wish him all the best!;416;17;16;70;Very Positive
I love how the computer is literally the original Mac. Just shows how much jimmy cares about his content;879;19;17;104;Very Positive
When he got up on that platform and was playing in the projected stars it was unreal. The love this man had for the world by the end of this.;3965;30;25;141;Very Negative
This one of the most heartwarming videos Jimmy has created ;271;10;10;59;Very Positive
this is one of the best mr beast videos I've ever watched. It feels so real and emotional. Josh is a great dude;231;24;23;111;Very Positive
Bro the ending gave me literal tears, and the content was all amazing and the fact that Jimmy gave even more money and also constantly checked his health with a doctor, gave him a private chef, and also brought his girlfriend for quality time goes to show Jimmy unlike other YouTubers shows us he cares for us all;1709;58;44;313;Very Positive
The end made me so happy, I actually had tears of pure joy in my eyes. Congratulations Josh and Kenna!!!;842;20;20;104;Very Positive
This challenge is on a whole other level. ;696;8;8;42;Neutral
JUSTICEFORJAKE;18;1;1;14;Very Positive
Congrats Josh!;374;2;2;14;Neutral
"The ending feels good. These kind of contents changes lives and at the same tome inspires people..
 Keep on spreading love Mr. Beast and company ";555;25;23;145;Positive
Josh was such a grateful and genuine person,he deserved the wedding and the money;150;15;13;81;Very Positive
HereaftertheDPvideo;179;1;1;19;Very Negative
One of the more wholesome videos so far, also a really chill and laid back dude, love to see it.;198;20;20;96;Very Positive
Chris: “WE’RE AT THE LOCAL DIAMOND SHOP” ;1123;8;8;41;Positive
